id_poi;osm_id;nama;nama_en;nama_id;kategori;sub_kategori;latitude;longitude;province;district;subdistrict;village;postcode;alamat_jalan;nomor_jalan;alamat_lengkap;alamat_terstruktur;deskripsi;teks_gabungan;tahun_berdiri;operator;akses;kapasitas;heritage;jam_buka;harga_tiket;fasilitas;website;telepon;email;wikipedia;wikidata;has_deskripsi;persen_kelengkapan;jumlah_tags;raw_tags;kode_pos;full_address
25;('way', 196953682);Museum Transportasi;nan;nan;tourism;museum;-6.304.685;106.899.228;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Transportasi. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Transportasi"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Taman Mini Indonesia Indah, Jalan Laksmana Raya, Perumahan TMII, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
26;('way', 196953683);Museum Transportasi;nan;nan;tourism;museum;-6.304.958;106.898.954;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Transportasi. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Transportasi"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Transportasi, Jalan Taman Mini, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
27;('way', 197130111);Museum Fauna Indonesia Komodo dan Taman Reptil;nan;nan;tourism;museum;-6.303.922;106.901.021;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Fauna Indonesia Komodo dan Taman Reptil. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Mo-Sa 09:00-16:00, Su 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Mo-Sa 09:00-16:00, Su 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Fauna Indonesia Komodo dan Taman Reptil"", ""opening_hours"": ""Mo-Sa 09:00-16:00, Su 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Fauna Indonesia Komodo dan Taman Reptil, Jalan Taman Mini, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
28;('way', 197130114);Museum Listrik dan Energi Baru;nan;nan;tourism;museum;-6.303.487;106.905.039;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Listrik dan Energi Baru. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Listrik dan Energi Baru"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Listrik dan Energi Baru, Jalan Taman Mini Raya, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
29;('way', 197130117);Museum Listrik dan Energi Baru;nan;nan;tourism;museum;-6.303.329;106.904.356;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Listrik dan Energi Baru. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Listrik dan Energi Baru"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Listrik dan Energi Baru, Jalan Taman Mini Raya, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
30;('way', 197130120);Museum Perangko;nan;nan;tourism;museum;-6.304.158;106.901.453;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Perangko. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Perangko"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Perangko, Jalan Taman Mini, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
31;('way', 197130122);Museum Perangko;nan;nan;tourism;museum;-6.304.169;106.902.151;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Perangko. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Perangko"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Museum Perangko, Jalan Taman Mini Raya, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
32;('way', 197130124);Museum Perangko;nan;nan;tourism;museum;-6.304.118;106.901.807;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;id:Museum Prangko Indonesia;Nama: Museum Perangko. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Deskripsi: id:Museum Prangko Indonesia. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;id:Museum Prangko Indonesia;Q13095251;TRUE;100.0;6;"{""name"": ""Museum Perangko"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""wikidata"": ""Q13095251"", ""wikipedia"": ""id:Museum Prangko Indonesia"", ""building"": ""yes""}";nan;Museum Perangko, Jalan Taman Mini, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
33;('way', 197726847);Museum Penerangan dan Informasi;nan;nan;tourism;museum;-6.299.308;106.893.442;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13810;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13810;;Nama: Museum Penerangan dan Informasi. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;3;"{""name"": ""Museum Penerangan dan Informasi"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum""}";nan;Museum Penerangan dan Informasi, Jalan Taman Mini, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13810, Indonesia
34;('way', 197726848);Museum Asmat;nan;nan;tourism;museum;-6.305.748;106.893.916;Jawa;Jakarta Timur;Kramat Jati;Dukuh;13830;nan;nan;nan;nan, Kel. Dukuh, Kec. Kramat Jati, Jakarta Timur, Jawa, 13830;;Nama: Museum Asmat. Kategori: tourism. Jenis: museum. Lokasi: Kramat Jati, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: yes;nan;nan;yes;-;-;nan;yes;-;nan;nan;-;nan;nan;FALSE;90.0;4;"{""name"": ""Museum Asmat"", ""tourism"": ""museum"", ""building"": ""yes"", ""fee"": ""yes""}";nan;Taman Mini Indonesia Indah, Jalan Tol Lingkar Luar Jakarta, RW 04, Dukuh, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13830, Indonesia
35;('way', 199031142);Museum Taman Prasasti;nan;nan;tourism;museum;-6.172.371;106.819.543;Jawa;Jakarta Pusat;Gambir;Petojo Selatan;10320;Jl. Tanah Abang I No.1;nan;nan;Jl. Tanah Abang I No.1, Kel. Petojo Selatan, Kec. Gambir, Jakarta Pusat, Jawa, 10320;en:Taman Prasasti Museum;Nama: Museum Taman Prasasti. Kategori: tourism. Jenis: museum. Lokasi: Gambir, Jakarta Pusat, Jawa. Deskripsi: en:Taman Prasasti Museum. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Su 08:00-16:00. Tiket: nan;nan;nan;nan;-;-;Tu-Su 08:00-16:00;nan;-;nan;nan;-;en:Taman Prasasti Museum;Q4264481;TRUE;100.0;11;"{""addr:city"": ""Central Jakarta"", ""addr:postcode"": ""10320"", ""addr:street"": ""Jl. Tanah Abang I No.1"", ""name"": ""Museum Taman Prasasti"", ""opening_hours"": ""Tu-Su 08:00-16:00"", ""tourism"": ""museum"", ""wikidata"": ""Q4264481"", ""wikimedia_commons"": ""Category:Taman Prasasti Museum"", ""wikipedia"": ""en:Taman Prasasti Museum"", ""wikipedia:en"": ""Taman Prasasti Museum"", ""building"": ""yes""}";10320;Museum Taman Prasasti, Jalan Tanah Abang I, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10320, Indonesia
36;('way', 199034576);Museum Kebangkitan Nasional;National Awakening Museum;nan;tourism;museum;-617.875;106.838.038;Jawa;Jakarta Pusat;Senen;Senen;10410;Jl. Abdul Rachman Saleh No.26;nan;nan;Jl. Abdul Rachman Saleh No.26, Kel. Senen, Kec. Senen, Jakarta Pusat, Jawa, 10410;id:Museum Kebangkitan Nasional;Nama: Museum Kebangkitan Nasional. Kategori: tourism. Jenis: museum. Lokasi: Senen, Jakarta Pusat, Jawa. Deskripsi: id:Museum Kebangkitan Nasional. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Th, Sa, Su 08:00-16:00;;;;;;;;;;;;;;;;;;;
37;('way', 205796657);Art1 Museum of Art;nan;nan;tourism;museum;-6.146.939;106.840.204;Jawa;Jakarta Pusat;Sawah Besar;Gunung Sahari Utara;10720;nan;nan;nan;nan, Kel. Gunung Sahari Utara, Kec. Sawah Besar, Jakarta Pusat, Jawa, 10720;;Nama: Art1 Museum of Art. Kategori: tourism. Jenis: museum. Lokasi: Sawah Besar, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Su 10:00-16:00;;;;;;;;;;;;;;;;;;;
38;('way', 258861962);Padepokan Pencaksilat Indonesia;nan;nan;tourism;museum;-6.296.073;106.883.634;Jawa;Jakarta Timur;Makasar;Pinang Ranti;13560;nan;nan;nan;nan, Kel. Pinang Ranti, Kec. Makasar, Jakarta Timur, Jawa, 13560;;Nama: Padepokan Pencaksilat Indonesia. Kategori: tourism. Jenis: museum. Lokasi: Makasar, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: nan;nan;nan;nan;-;-;nan;nan;-;nan;nan;-;nan;nan;FALSE;90.0;3;"{""name"": ""Padepokan Pencaksilat Indonesia"", ""tourism"": ""museum"", ""area"": ""yes""}";nan;Padepokan Pencaksilat Indonesia, Gang Damai, RW 02, Pinang Ranti, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13560, Indonesia
39;('way', 316619399);Museum Layang-layang Indonesia;Kite Museum;nan;tourism;museum;-6.307.839;106.790.626;Jawa;Jakarta Selatan;Cilandak;Pondok Labu;12450;Jalan H. Kamang;nan;nan;Jalan H. Kamang, Kel. Pondok Labu, Kec. Cilandak, Jakarta Selatan, Jawa, 12450;;Nama: Museum Layang-layang Indonesia. Kategori: tourism. Jenis: museum. Lokasi: Cilandak, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Mo-Su 09:00-16:00. Tiket: nan;nan;nan;nan;-;-;Mo-Su 09:00-16:00;nan;-;nan;nan;-;nan;nan;FALSE;90.0;8;"{""addr:street"": ""Jalan H. Kamang"", ""name"": ""Museum Layang-layang Indonesia"", ""opening_hours"": ""Mo-Su 09:00-16:00"", ""tourism"": ""museum"", ""name:en"": ""Kite Museum"", ""building"": ""yes"", ""evacuation_center"": ""no"", ""flood_prone"": ""no""}";nan;Museum Layang-layang Indonesia, Jalan Haji Kamang, RW 10, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12450, Indonesia
40;('way', 376177432);Rumah si Pitung;nan;nan;tourism;museum;-6.096.923;106.958.883;Jawa;Jakarta Utara;Cilincing;Marunda;14150;nan;nan;nan;nan, Kel. Marunda, Kec. Cilincing, Jakarta Utara, Jawa, 14150;;Nama: Rumah si Pitung. Kategori: tourism. Jenis: museum. Lokasi: Cilincing, Jakarta Utara, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: nan;nan;nan;nan;-;-;nan;nan;-;nan;nan;-;nan;nan;FALSE;90.0;3;"{""name"": ""Rumah si Pitung"", ""tourism"": ""museum"", ""building"": ""yes""}";nan;Rumah si Pitung, Jalan Marunda Pulo, RW 07, Marunda, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14150, Indonesia
41;('way', 432786731);Museum Indonesia;nan;nan;tourism;museum;-6.300.835;106.891.409;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;Jalan Taman Mini Indonesia Indah;nan;nan;Jalan Taman Mini Indonesia Indah, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;;Nama: Museum Indonesia. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Dikelola oleh: Government. Berdiri sejak: nan. Jam Operasional: Mo-Su 08:00-17:00. Tiket: nan;nan;Government;nan;-;-;Mo-Su 08:00-17:00;nan;-;nan;2187792078;-;en:Indonesia Museum;Q1467232;TRUE;90.0;18;"{""addr:city"": ""Jakarta Timur"", ""addr:postcode"": ""13560"", ""addr:street"": ""Jalan Taman Mini Indonesia Indah"", ""name"": ""Museum Indonesia"", ""opening_hours"": ""Mo-Su 08:00-17:00"", ""tourism"": ""museum"", ""wikidata"": ""Q1467232"", ""wikimedia_commons"": ""Category:Indonesia Museum"", ""wikipedia"": ""en:Indonesia Museum"", ""museum"": ""history"", ""operator"": ""Government"", ""operator:type"": ""public"", ""phone"": ""02187792078"", ""tactile_paving"": ""no"", ""wheelchair"": ""no"", ""wikipedia:en"": ""Indonesia Museum"", ""building"": ""yes"", ""layer"": ""1""}";13560;Taman Mini Indonesia Indah, Jalan Laksmana Raya, Perumahan TMII, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
42;('way', 432786733);Museum Purna Bhakti Pertiwi;Purna Bhakti Pertiwi Museum;nan;tourism;museum;-6.300.591;106.887.318;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13240;Jl. Raya Taman Mini,;nan;nan;Jl. Raya Taman Mini,, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13240;id:Museum Purna Bhakti Pertiwi;Nama: Museum Purna Bhakti Pertiwi. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Deskripsi: id:Museum Purna Bhakti Pertiwi. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Sa-Th 09:00-16:00, Fr 09:00-18:00. Tiket: nan;nan;nan;nan;-;-;Sa-Th 09:00-16:00, Fr 09:00-18:00;nan;-;nan;nan;-;id:Museum Purna Bhakti Pertiwi;Q7261332;TRUE;100.0;13;"{""addr:city"": ""East Jakarta"", ""addr:postcode"": ""13240"", ""addr:street"": ""Jl. Raya Taman Mini,"", ""name"": ""Museum Purna Bhakti Pertiwi"", ""opening_hours"": ""Sa-Th 09:00-16:00, Fr 09:00-18:00"", ""tourism"": ""museum"", ""wikidata"": ""Q7261332"", ""wikimedia_commons"": ""Category:Purna Bhakti Pertiwi Museum"", ""wikipedia"": ""id:Museum Purna Bhakti Pertiwi"", ""name:en"": ""Purna Bhakti Pertiwi Museum"", ""building"": ""yes"", ""layer"": ""1"", ""name:zh"": ""蘇哈托紀念館""}";13240;Museum Purna Bhakti Pertiwi, Gerbang 1 TMII, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13240, Indonesia
43;('way', 439092014);Museum Hakka Indonesia;Indonesian Hakka Museum;nan;tourism;museum;-6.305.412;106.904.037;Jawa;Jakarta Timur;Cipayung;Taman Mini Indonesia Indah (Tmii);13890;nan;nan;nan;nan, Kel. Taman Mini Indonesia Indah (Tmii), Kec. Cipayung, Jakarta Timur, Jawa, 13890;en:Indonesian Hakka Museum;Nama: Museum Hakka Indonesia. Kategori: tourism. Jenis: museum. Lokasi: Cipayung, Jakarta Timur, Jawa. Deskripsi: en:Indonesian Hakka Museum. Dikelola oleh: nan. Berdiri sejak: 2014. Jam Operasional: nan. Tiket: nan;2014;nan;nan;-;-;nan;nan;-;nan;nan;-;en:Indonesian Hakka Museum;Q28129003;TRUE;100.0;8;"{""name"": ""Museum Hakka Indonesia"", ""tourism"": ""museum"", ""wikidata"": ""Q28129003"", ""wikipedia"": ""en:Indonesian Hakka Museum"", ""name:en"": ""Indonesian Hakka Museum"", ""name:zh-Hant"": ""印尼客家博物館"", ""building"": ""yes"", ""start_date"": ""2014""}";nan;Museum Hakka Indonesia, Jalan Taman Mini Raya, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia
44;('way', 481759357);Museum Perumusan Naskah Proklamasi;nan;nan;tourism;museum;-6.200.436;106.831.084;Jawa;Jakarta Pusat;Menteng;Menteng;10310;Jalan Imam Bonjol;1;nan;Jalan Imam Bonjol, Kel. Menteng, Kec. Menteng, Jakarta Pusat, Jawa, 10310;en:Formulation of Proclamation Text Museum;Nama: Museum Perumusan Naskah Proklamasi. Kategori: tourism. Jenis: museum. Lokasi: Menteng, Jakarta Pusat, Jawa. Deskripsi: en:Formulation of Proclamation Text Museum. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Th 08:00-16:00;;;;;;;;;;;;;;;;;;;
45;('way', 482179964);Museum di Tengah Kebun;nan;nan;tourism;museum;-6.267.625;106.824.671;Jawa;Jakarta Selatan;Mampang Prapatan;Bangka;12730;Jl. Kemang Timur Raya Nomor No.66, RT.7/RW.3;nan;nan;Jl. Kemang Timur Raya Nomor No.66, RT.7/RW.3, Kel. Bangka, Kec. Mampang Prapatan, Jakarta Selatan, Jawa, 12730;;Nama: Museum di Tengah Kebun. Kategori: tourism. Jenis: museum. Lokasi: Mampang Prapatan, Jakarta Selatan, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: nan;nan;nan;nan;-;-;nan;nan;-;nan;nan;-;nan;nan;FALSE;90.0;6;"{""addr:city"": ""South Jakarta"", ""addr:postcode"": ""12730"", ""addr:street"": ""Jl. Kemang Timur Raya Nomor No.66, RT.7/RW.3"", ""name"": ""Museum di Tengah Kebun"", ""tourism"": ""museum"", ""building"": ""yes""}";12730;Museum di Tengah Kebun, Jalan Kemang Timur XIII, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12730, Indonesia
46;('way', 482351273);Sasmitaloka Pahlawan Revolusi Jenderal Ahmad Yani;nan;nan;tourism;museum;-6.204.734;106.836.626;Jawa;Jakarta Pusat;Menteng;Menteng;10310;Jl. Lembang Terusan No.D No.58;nan;nan;Jl. Lembang Terusan No.D No.58, Kel. Menteng, Kec. Menteng, Jakarta Pusat, Jawa, 10310;;Nama: Sasmitaloka Pahlawan Revolusi Jenderal Ahmad Yani. Kategori: tourism. Jenis: museum. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: nan;nan;nan;nan;-;-;nan;nan;-;nan;nan;-;nan;nan;FALSE;90.0;6;"{""addr:city"": ""Central Jakarta"", ""addr:postcode"": ""10310"", ""addr:street"": ""Jl. Lembang Terusan No.D No.58"", ""name"": ""Sasmitaloka Pahlawan Revolusi Jenderal Ahmad Yani"", ""tourism"": ""museum"", ""building"": ""yes""}";10310;Sasmitaloka Pahlawan Revolusi Jenderal Ahmad Yani, Jalan Latuharhari SH, RW 04, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia
47;('way', 483343477);Museum Jenderal Besar Dr. A. H. Nasution;nan;nan;tourism;museum;-6.192.893;106.832.703;Jawa;Jakarta Pusat;Menteng;Gondangdia;10350;Jl. Teuku Umar;No.40, RT.1/RW.1;nan;Jl. Teuku Umar, Kel. Gondangdia, Kec. Menteng, Jakarta Pusat, Jawa, 10350;en:General Abdul Haris Nasution Museum;Nama: Museum Jenderal Besar Dr. A. H. Nasution. Kategori: tourism. Jenis: museum. Lokasi: Menteng, Jakarta Pusat, Jawa. Deskripsi: en:General Abdul Haris Nasution Museum. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Su 08:00-16:00. Tiket: nan;nan;nan;nan;-;-;Tu-Su 08:00-16:00;nan;-;nan;nan;-;en:General Abdul Haris Nasution Museum;Q1839448;TRUE;100.0;11;"{""addr:city"": ""Central Jakarta"", ""addr:postcode"": ""10350"", ""addr:street"": ""Jl. Teuku Umar"", ""name"": ""Museum Jenderal Besar Dr. A. H. Nasution"", ""opening_hours"": ""Tu-Su 08:00-16:00"", ""tourism"": ""museum"", ""wikidata"": ""Q1839448"", ""wikipedia"": ""en:General Abdul Haris Nasution Museum"", ""addr:housenumber"": ""No.40, RT.1/RW.1"", ""wikipedia:en"": ""Great General DR. Abdul Haris Nasution Museum"", ""building"": ""yes""}";10350;40, Jalan Teuku Umar, RW 01, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia
48;('way', 485992342);Gedung Joang 45;nan;nan;tourism;museum;-6.186.236;106.836.654;Jawa;Jakarta Pusat;Menteng;Kebon Sirih;10340;nan;nan;nan;nan, Kel. Kebon Sirih, Kec. Menteng, Jakarta Pusat, Jawa, 10340;;Nama: Gedung Joang 45. Kategori: tourism. Jenis: museum. Lokasi: Menteng, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: Tu-Su 09:00-15:00. Tiket: nan;nan;nan;nan;-;-;Tu-Su 09:00-15:00;nan;-;https://id.wikipedia.org/wiki/Gedung_Joang_'45;nan;-;nan;nan;FALSE;90.0;5;"{""name"": ""Gedung Joang 45"", ""opening_hours"": ""Tu-Su 09:00-15:00"", ""tourism"": ""museum"", ""website"": ""https://id.wikipedia.org/wiki/Gedung_Joang_'45"", ""building"": ""yes""}";nan;Gedung Joang 45, Jalan Gang Tembok, RW 08, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10340, Indonesia
49;('way', 488380554);Museum Mohammad Hoesni Thamrin;nan;nan;tourism;museum;-6.193.229;106.845.235;Jawa;Jakarta Pusat;Senen;Kenari;10440;Jalan Kenari II No.15;nan;nan;Jalan Kenari II No.15, Kel. Kenari, Kec. Senen, Jakarta Pusat, Jawa, 10440;;Nama: Museum Mohammad Hoesni Thamrin. Kategori: tourism. Jenis: museum. Lokasi: Senen, Jakarta Pusat, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan. Tiket: nan;nan;nan;nan;-;-;nan;nan;-;nan;nan;-;nan;nan;FALSE;90.0;6;"{""addr:city"": ""Central Jakarta"", ""addr:postcode"": ""10440"", ""addr:street"": ""Jalan Kenari II No.15"", ""name"": ""Museum Mohammad Hoesni Thamrin"", ""tourism"": ""museum"", ""building"": ""museum""}";10440;Museum Mohammad Hoesni Thamrin, Jalan Kenari I, RW 04, Kenari, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10440, Indonesia
